City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,porto novo,6.4965,2.6036,78.62,81,98,11.16,BJ,1722884246
366,hobyo,5.3505,48.5268,76.35,83,50,28.43,SO,1722884446
367,catio,11.2833,-15.25,78.76,87,75,7.78,GW,1722884447
368,maceio,-9.6658,-35.7353,76.44,78,75,8.05,BR,1722884448
369,muszyna,49.3566,20.8972,59.11,80,95,2.89,PL,1722884375
370,boali,4.8005,18.1275,73.6,88,97,3.0,CF,1722884450
371,mayya,61.7333,130.2811,58.32,95,100,8.21,RU,1722884451
372,sinan,34.8262,126.1086,77.11,87,1,3.42,KR,1722884452
373,port said,31.2565,32.2841,84.18,65,0,8.05,EG,1722884453
374,bullhead city,35.1478,-114.5683,111.02,21,0,12.66,US,1722884257
375,aras-asan,8.8908,126.3033,77.65,87,100,8.3,PH,1722884455
376,karungdong,5.8844,121.263,80.71,83,100,4.07,PH,1722884456
377,albu kamal,34.45,40.9186,96.1,19,0,12.57,SY,1722884457
378,illela,13.7292,5.2975,85.82,62,67,4.88,NG,1722884458
379,yanam,16.7333,82.2167,79.92,89,100,3.65,IN,1722884459
380,beau vallon,-20.4189,57.6953,67.21,88,20,3.44,MU,1722884460
381,new romney,50.986,0.9412,69.13,76,0,8.05,GB,1722884461
382,choibalsan,48.0667,114.5,59.81,85,18,1.5,MN,1722884462
383,gamba,-2.65,10.0,70.52,82,65,5.01,GA,1722884463
384,timmins,48.4669,-81.3331,67.82,37,75,9.22,CA,1722884464
385,mount isa,-20.7333,139.5,60.57,67,100,9.22,AU,1722884465
386,lascano,-33.6667,-54.2,58.93,96,100,11.79,UY,1722884466
387,kayyerkan,69.3786,87.7439,42.89,81,4,11.32,RU,1722884467
388,cestos city,5.46,-9.5828,77.11,82,39,10.71,LR,1722884468
389,forestville,38.8451,-76.875,95.49,49,75,5.75,US,1722884469
390,tete,-16.1564,33.5867,68.09,42,0,6.91,MZ,1722884470
391,susuman,62.7833,148.1667,51.91,66,94,6.35,RU,1722884471
392,barakani,-12.1356,44.4317,75.27,70,25,5.75,KM,1722884472
393,loches,47.1333,1.0,79.14,61,0,4.12,FR,1722884473
394,juhaynah,26.6732,31.4976,98.92,15,92,7.36,EG,1722884474
395,bay roberts,47.5999,-53.2648,74.95,91,100,8.01,CA,1722884476
396,cremona,45.2333,9.9333,90.09,65,16,4.23,IT,1722884477
397,aripuana,-9.1667,-60.6333,98.92,18,3,4.59,BR,1722884478
398,dunedin,-45.8742,170.5036,42.8,83,32,6.49,NZ,1722884479
399,boda,4.3189,17.4695,72.23,91,100,5.01,CF,1722884480
400,helong,42.5397,128.9972,72.45,99,100,3.24,CN,1722884482
401,ndende,-2.4008,11.3581,77.43,62,100,7.58,GA,1722884484
402,ust'-kut,56.7938,105.7672,55.62,80,8,0.27,RU,1722884485
403,jatiroto,-7.8833,111.1167,68.68,85,99,2.68,ID,1722884486
404,datong,40.0936,113.2914,68.58,67,3,4.07,CN,1722884487
405,turkmenbasy,40.0222,52.9552,81.37,50,0,2.3,TM,1722884488
406,vila franca do campo,37.7167,-25.4333,79.21,71,10,8.88,PT,1722884489
407,ati,13.2154,18.3353,74.88,90,99,5.53,TD,1722884490
408,albina,5.5,-54.05,93.58,39,100,5.68,SR,1722884491
409,hailar,49.2,119.7,62.46,68,1,7.99,CN,1722884492
410,dazhong,33.1997,120.4578,77.74,89,65,6.96,CN,1722884493
411,konstantinovka,49.6167,127.9833,69.57,92,100,6.53,RU,1722884494
412,tionk essil,12.7856,-16.5217,82.36,90,100,8.63,SN,1722884495
413,dudinka,69.4058,86.1778,46.18,68,17,17.6,RU,1722884496
414,hovd,48.0056,91.6419,68.34,36,0,7.36,MN,1722884497
415,harstad,68.799,16.5293,70.99,73,84,2.21,NO,1722884498
416,nguigmi,14.2495,13.1092,80.35,67,100,6.55,NE,1722884499
417,cidreira,-30.1811,-50.2056,63.12,93,83,6.96,BR,1722884500
418,ban phai,16.06,102.731,80.82,84,99,10.58,TH,1722884502
419,salamanca,40.8333,-6.0,88.63,17,0,13.6,ES,1722884503
420,jiuquan,39.7432,98.5174,80.71,28,100,15.68,CN,1722884505
421,apia,-13.8333,-171.7667,71.51,74,19,8.86,WS,1722884506
422,ebon,4.582,168.6964,83.93,72,19,10.76,MH,1722884507
423,champerico,14.3,-91.9167,91.94,69,82,6.17,GT,1722884424
424,corte,42.25,9.25,81.0,88,96,2.44,FR,1722884509
425,aksu,41.1231,80.2644,78.49,46,99,3.04,CN,1722884510
426,roma,43.2128,-75.4557,85.68,67,97,3.0,US,1722884511
427,mariental,-24.6333,17.9667,54.25,37,0,11.68,NA,1722884512
428,laguna,38.421,-121.4238,93.54,36,0,5.75,US,1722884513
429,muborak,39.2553,65.1528,85.57,15,0,17.4,UZ,1722884514
430,chonchi,-42.6128,-73.8092,47.12,97,100,3.91,CL,1722884515
431,yerofey pavlovich,53.9667,121.9667,52.36,95,36,2.89,RU,1722884516
432,opatija,45.3392,14.3083,82.17,61,64,4.52,HR,1722884517
433,usakos,-22.0,15.6,63.84,25,0,4.72,NA,1722884518
434,general pico,-35.6566,-63.7568,66.2,35,100,14.76,AR,1722884462
435,yeppoon,-23.1333,150.7333,54.25,84,0,8.37,AU,1722884520
436,thunder bay,48.4001,-89.3168,75.18,35,75,9.22,CA,1722884421
437,kudepsta,43.4944,39.8964,75.25,83,40,4.47,RU,1722884522
438,kabansk,52.0486,106.6528,56.44,78,3,4.47,RU,1722884524
439,tucuma,-0.1833,-50.05,89.19,54,0,11.92,BR,1722884526
440,labytnangi,66.6572,66.4183,45.46,64,35,12.53,RU,1722884527
441,argos,37.6333,22.7333,85.78,66,0,1.72,GR,1722884431
442,siwa oasis,29.2041,25.5195,94.87,19,0,8.03,EG,1722884529
443,trimbak,19.9333,73.55,70.36,98,100,10.33,IN,1722884530
444,innisfil,44.3001,-79.6496,81.01,68,100,1.14,CA,1722884531
445,necochea,-38.5473,-58.7368,58.86,55,99,11.32,AR,1722884509
446,santarem,-2.4431,-54.7083,89.73,58,20,11.5,BR,1722884533
447,mokhsogollokh,61.4681,128.9203,55.47,96,100,6.91,RU,1722884534
448,sulphur,30.2366,-93.3774,96.98,56,40,4.61,US,1722884535
449,flin flon,54.7682,-101.865,73.24,33,75,2.3,CA,1722884536
450,bolivar,37.6145,-93.4105,95.0,44,0,8.05,US,1722884538
451,zhangatas,43.5667,69.75,76.78,23,14,6.22,KZ,1722884540
452,shenyang,41.7922,123.4328,75.22,94,40,2.24,CN,1722884250
453,kerikeri,-35.2268,173.9474,42.91,94,1,1.99,NZ,1722884543
454,bengkulu,-3.8004,102.2655,73.99,92,9,6.04,ID,1722884544
455,korla,41.7597,86.1469,84.25,34,76,3.56,CN,1722884545
456,palmer,42.1584,-72.3287,89.2,52,83,1.01,US,1722884546
457,quiindy,-25.9667,-57.2667,87.06,43,13,10.51,PY,1722884547
458,la'ie,21.6477,-157.9253,82.45,73,86,5.01,US,1722884548
459,fale old settlement,-9.3852,-171.2468,81.43,78,100,10.09,TK,1722884549
460,batang,-6.4846,110.7083,75.99,73,86,7.0,ID,1722884550
461,sibolga,1.7427,98.7792,76.71,89,100,2.44,ID,1722884551
462,constitucion,-35.3333,-72.4167,51.33,85,100,2.98,CL,1722884552
463,illizi,26.4833,8.4667,98.4,15,0,11.39,DZ,1722884553
464,serenje,-13.2325,30.2352,60.12,33,0,4.12,ZM,1722884554
465,paracuru,-3.41,-39.0306,81.1,65,100,16.4,BR,1722884555
466,fuling,29.7022,107.3919,78.33,89,14,3.36,CN,1722884556
467,longgang,37.6508,120.3286,77.77,82,100,6.11,CN,1722884557
468,gadzhiyevo,69.2551,33.3362,51.04,79,2,5.84,RU,1722884558
469,bodo,67.28,14.405,69.84,60,0,4.61,NO,1722884559
470,sabancuy,18.9667,-91.1833,86.79,65,100,8.19,MX,1722884560
471,billings,45.7833,-108.5007,82.29,49,20,3.44,US,1722884561
472,panaba,21.2833,-88.2667,94.78,48,84,6.13,MX,1722884562
473,pocone,-16.2567,-56.6228,98.98,14,0,7.87,BR,1722884563
474,lucheng,31.2336,117.2806,79.84,76,8,6.31,CN,1722884564
475,polyarnyy,69.1989,33.4478,51.93,75,3,5.82,RU,1722884565
476,alesund,62.4723,6.1549,65.34,93,75,14.97,NO,1722884566
477,san julian,21.0167,-102.1667,74.3,40,1,4.88,MX,1722884567
478,prado,-17.3411,-39.2208,76.06,67,0,7.58,BR,1722884568
479,bereznik,62.8551,42.7072,56.61,88,100,4.41,RU,1722884569
480,mancio lima,-7.6142,-72.8958,78.87,89,75,14.97,BR,1722884570
481,ranong,9.9658,98.6348,78.89,89,92,6.53,TH,1722884572
482,boende,-0.2167,20.8667,77.41,68,79,2.39,CD,1722884573
483,shwebo,22.5667,95.7,76.8,93,100,7.16,MM,1722884574
484,acarau,-2.8856,-40.12,83.1,62,100,21.61,BR,1722884575
485,rongelap,11.1635,166.8941,82.94,79,100,16.22,MH,1722884576
486,muli,2.9167,73.5667,82.94,73,100,6.17,MV,1722884577
487,kachug,53.9606,105.8817,56.89,80,20,2.77,RU,1722884578
488,pangoa,-12.1167,-73.0,88.52,40,74,5.46,PE,1722884580
489,campos dos goytacazes,-21.75,-41.3,80.65,65,0,17.27,BR,1722884403
490,bardai,11.65,7.2333,73.45,87,100,8.12,NG,1722884582
491,chernyshevskiy,63.0128,112.4714,58.91,59,99,3.65,RU,1722884583
492,benghazi,32.1167,20.0667,84.09,64,0,11.59,LY,1722884584
493,fauske,67.2588,15.3918,69.84,68,76,2.33,NO,1722884585
494,shimoda,34.6667,138.95,78.1,88,8,3.47,JP,1722884586
495,tosontsengel,48.7567,98.2839,53.76,54,66,3.98,MN,1722884587
496,vernal,40.4555,-109.5287,89.65,29,0,1.99,US,1722884588
497,libreville,0.3925,9.4537,77.02,83,75,8.05,GA,1722884333
498,ilhabela,-23.7781,-45.3581,76.03,66,0,2.44,BR,1722884590
499,baotou,40.6522,109.8222,75.11,50,12,4.68,CN,1722884591
500,suva,-18.1416,178.4415,60.28,100,20,3.44,FJ,1722884592
501,abaete,-19.16,-45.4458,80.53,38,85,5.91,BR,1722884467
502,cambria,35.5641,-121.0808,93.42,62,37,9.48,US,1722884594
503,bhag,29.0415,67.8239,95.97,48,87,5.3,PK,1722884595
504,crane,31.3974,-102.3501,91.54,30,100,8.55,US,1722884596
505,huarmey,-10.0681,-78.1522,69.26,69,0,13.47,PE,1722884597
506,grandview,38.8858,-94.533,97.92,41,0,12.66,US,1722884598
507,walvis bay,-22.9575,14.5053,56.08,80,0,6.64,NA,1722884599
508,tangalle,6.024,80.7911,78.96,82,100,10.54,LK,1722884600
509,el quebrachal,-25.2833,-64.0667,82.09,31,0,9.37,AR,1722884601
510,arar,30.9753,41.0381,91.42,8,0,10.36,SA,1722884603
511,korsakov,46.6328,142.7813,55.24,94,100,4.56,RU,1722884604
512,cill airne,52.05,-9.5167,59.27,75,85,7.23,IE,1722884605
513,newman,37.3138,-121.0208,91.74,18,0,2.17,US,1722884607
514,vanimo,-2.6741,141.3028,76.37,89,99,4.32,PG,1722884609
515,tidjikja,18.5564,-11.4271,91.09,43,3,11.41,MR,1722884536
516,hirara,24.8,125.2833,79.07,94,75,4.61,JP,1722884611
517,amga,60.8953,131.9608,49.86,96,100,8.46,RU,1722884612
518,malango,-2.9627,119.9001,63.95,99,13,2.53,ID,1722884613
519,ruwandiz,36.6163,44.5311,87.22,22,0,3.47,IQ,1722884614
520,okha,53.5739,142.9478,54.64,87,100,19.13,RU,1722884615
521,hilo,19.7297,-155.09,80.62,76,20,4.61,US,1722884617
522,lata,40.1629,-8.3327,71.08,66,0,6.46,PT,1722884618
523,nguruka,-5.1092,31.0419,70.97,21,0,3.33,TZ,1722884619
524,ejea de los caballeros,42.1263,-1.1372,98.82,24,59,5.75,ES,1722884620
525,san juan pueblo,15.5833,-87.2333,88.36,50,95,6.51,HN,1722884621
526,kars,40.602,43.095,61.25,72,40,9.22,TR,1722884622
527,fisterra,42.9049,-9.2629,76.01,94,9,8.9,ES,1722884624
528,sambava,-14.2667,50.1667,71.4,84,72,9.19,MG,1722884627
529,qamdo,31.1667,97.2333,46.29,56,3,2.37,CN,1722884628
530,dalandzadgad,43.5708,104.425,77.38,29,87,7.09,MN,1722884629
531,as sulayyil,20.4607,45.5779,100.65,14,100,5.99,SA,1722884630
532,queenstown,-31.8976,26.8753,48.18,25,0,6.11,ZA,1722884631
533,pokachi,61.7198,75.3683,53.44,88,100,10.54,RU,1722884632
534,myanaung,18.2833,95.3167,77.16,94,100,3.67,MM,1722884633
535,road town,18.4167,-64.6167,91.49,70,40,16.11,VG,1722884634
536,belmonte,-15.8631,-38.8828,76.62,64,2,7.4,BR,1722884513
537,pacific grove,36.6177,-121.9166,72.37,91,100,8.05,US,1722884636
538,malanje,-9.5402,16.341,75.85,20,0,4.05,AO,1722884637
539,iho,5.5667,7.1,74.62,87,100,7.72,NG,1722884638
540,myeik,12.4333,98.6,79.38,85,100,4.38,MM,1722884639
541,bahia honda,22.9036,-83.1592,89.83,62,100,7.4,CU,1722884640
542,tazacorte,28.629,-17.9293,76.15,84,20,10.36,ES,1722884641
543,solleftea,63.1667,17.2667,64.26,91,2,2.77,SE,1722884642
544,el nido,11.1858,119.3956,78.15,92,99,9.08,PH,1722884643
545,al ghayzah,16.2079,52.176,76.48,91,37,12.37,YE,1722884644
546,lobujya,27.95,86.8167,40.41,98,100,5.14,NP,1722884645
547,trevelin,-43.0858,-71.4639,45.88,98,100,3.2,AR,1722884646
548,corner brook,48.9667,-57.9484,84.36,71,59,6.44,CA,1722884506
549,undurkhaan,47.3194,110.6556,57.45,87,16,3.29,MN,1722884648
550,yelizovo,53.1873,158.3805,53.74,100,100,2.24,RU,1722884455
551,davutlar,37.733,27.2944,86.41,72,0,5.32,TR,1722884650
552,zhanaozen,43.3,52.8,92.3,21,0,7.67,KZ,1722884651
553,sault ste. marie,46.5168,-84.3333,73.96,48,0,16.11,CA,1722884502
554,las heras,-46.5419,-68.9359,34.92,99,100,18.43,AR,1722884577
555,kovdor,67.5662,30.4758,56.26,56,25,3.71,RU,1722884654
556,bima,-8.4667,118.7167,71.15,95,10,3.06,ID,1722884656
557,madalena,41.2162,-8.3345,77.76,70,0,6.49,PT,1722884657
558,berdigestyakh,62.0989,126.6992,55.0,92,100,4.94,RU,1722884658
559,san luis,-33.295,-66.3356,71.28,21,0,13.91,AR,1722884659
560,gulf shores,30.246,-87.7008,95.34,59,20,9.22,US,1722884660
561,lewistown,40.5992,-77.5714,91.36,76,20,6.91,US,1722884661
562,beledweyne,4.7358,45.2036,77.79,60,47,24.74,SO,1722884662
563,xichang,27.8964,102.2634,65.17,91,6,0.98,CN,1722884663
564,el charco,2.4769,-78.1105,79.75,86,100,5.35,CO,1722884664
565,ad-damazin,11.7891,34.3592,72.09,91,100,8.16,SD,1722884665
566,topchikha,52.8192,83.1185,58.77,91,94,8.68,RU,1722884666
567,kupang,-10.1667,123.5833,77.58,83,0,8.05,ID,1722884667
568,liwale,-9.7667,37.9333,66.61,48,5,4.0,TZ,1722884668
569,kavaratti,10.5669,72.642,80.82,85,100,11.83,IN,1722884670
570,coahuayana de hidalgo,18.7,-103.6583,92.1,54,84,6.31,MX,1722884671
571,ambalangoda,6.2355,80.0538,83.98,85,100,9.33,LK,1722884672
572,kolonia,50.9333,6.95,77.65,71,0,3.44,DE,1722884405
573,morehead city,34.7229,-76.726,84.2,82,40,6.91,US,1722884674
574,nadi,-17.8,177.4167,62.6,77,20,0.0,FJ,1722884394
575,magong,23.5654,119.5863,83.7,79,100,2.24,TW,1722884532
576,kapa'a,22.0752,-159.319,81.1,70,20,13.8,US,1722884677
577,deqen,29.9618,90.7188,48.49,84,100,4.85,CN,1722884678
578,west bay,19.3667,-81.4167,89.67,70,40,9.22,KY,1722884679
579,qandala,11.472,49.8728,89.98,55,99,2.98,SO,1722884680
580,pervomayskoye,43.919,46.7102,75.15,70,41,5.26,RU,1722884681
581,degache,33.9761,8.2081,100.72,20,0,6.91,TN,1722884682
582,ha'il,27.5219,41.6907,93.22,22,0,6.91,SA,1722884488
583,garden city,42.3256,-83.331,84.87,71,75,10.36,US,1722884684
584,sirte,31.2089,16.5887,84.16,62,0,14.81,LY,1722884685
585,ohrid,41.1172,20.8019,73.29,49,75,4.61,MK,1722884573
586,novyy urengoy,66.0833,76.6333,51.98,60,100,13.24,RU,1722884687
587,nova vicosa,-17.8919,-39.3719,76.82,64,0,8.46,BR,1722884688
588,armacao de buzios,-22.7469,-41.8817,84.36,78,0,24.94,BR,1722884690
589,bonanza,14.0289,-84.591,82.0,73,99,2.59,NI,1722884422
590,mus,39.0,41.75,73.78,18,0,1.9,TR,1722884693
591,kanye,-24.9667,25.3327,52.63,22,5,6.64,BW,1722884694
592,akjoujt,19.6969,-14.4164,95.85,35,100,13.71,MR,1722884696
593,kualakapuas,-3.0091,114.3876,72.84,92,55,1.59,ID,1722884697
594,fort bragg,35.139,-79.006,88.45,75,100,3.0,US,1722884418
595,jaguarari,-10.2639,-40.1958,73.71,56,46,12.15,BR,1722884699
596,puerto vallarta,20.6204,-105.2307,93.9,67,40,9.22,MX,1722884700
597,gobabis,-22.45,18.9667,54.99,26,0,11.5,NA,1722884701
